text,whicon_vote,blalib_vote
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
Fucking fagot burn in hell,1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1.0,1.0
